"sentence_id";"cleanliness_presence";"cleanliness_positive";"cleanliness_negative";"comfort_presence";"comfort_positive";"comfort_negative";"amenities_presence";"amenities_positive";"amenities_negative";"staff_presence";"staff_positive";"staff_negative";"value_presence";"value_positive";"value_negative";"wifi_presence";"wifi_positive";"wifi_negative";"location_presence";"location_positive";"location_negative";"other_presence";"other_positive";"other_negative";"sentence"
1240343907;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ottima la colazione tanta roba buona e tanta pulizia."
1240350229;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"la moquette nelle stanze era rovinata e dava un senso di poca pulizia."
1240351397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"Tutta la struttura ok"
1240344770;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"troppo 4   la bottiglietta d'acqua trovata nel frigo."
1240349940;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"Posizione e cortesia dello staff"
1240351417;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La stanza era molto carina, il letto matrimoniale alla francese eccezionale, la colazione ottima ed abbondante."
1240351627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"L'hotel si trova in una posizione strategica per visitare i principali monumenti quartieri di Napoli a piedi."
1240345253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Posizionati molto vicini alla stazione centrale e facilmente raggiungibile"
1240349654;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il ristorante serviva pochissimi aperitivi e la cena è stata servita in camera senza pane."
1240347644;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Le stanze messe a nuovo da poco ma comunque non sono ben fatte."
1240348830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Qualche accortezza in più per la categoria dell'hotel ci vorrebbe."
1240346921;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Buffet colazione buono ma con poca varietà"
1240347647;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Si possono considerare accoglienti solo perchè sono state terminate da poco, ma sono le classiche camere che dopo diversi alloggi iniziano a cedere."
1240351104;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Molto comodo il bar in cui si accede direttamente dalla struttura, specie per chi come noi non usufruisce della colazione compresa nel prezzo della camera"
1240348495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Non è assolutamente un hotel ma bensì un mediocre B B in un palazzo anni 60 con portineria soltanto per trovarlo , visto che cercavamo un insegna Hotel , ci abbiamo messo la bellezza di 20 minuti ."
1240344385;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Sala colazioni sottodimensionata  a colazione molti extra a pagamento, per generi di solito ricompresi per default anche in hotel di lignaggio nettamente inferiore."
1240350449;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"non sono riuscita ad accendere la televisione nonostante le istruzioni   meglio , ho dormito"
1240350520;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La camera in cui abbiamo soggiornato aveva subito un lifting, hanno trascurato però il bagno dotato di una vasca  in pessime condizioni e con la rubinetteria consumata e arrugginita."
1240349210;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Le luci in  camera sono tutte molto forti"
1240349769;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"Titolare che bussava nelle camere sino a tardi, anche nella nostra, per avere delucidazioni sulla prenotazione  ."
1240351775;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La spremuta deve essere con frutta fresca"
1240342789;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La colazione è ricca e di assoluta soddisfazione"
1240347248;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Perché mi hanno assegnato una stanza e delle condizioni che non avevo prenotato all'hotel viennese2."
1240345995;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"La cena collettiva organizzata dallo staff è stata molto piacevole e coinvolgente."
1240345783;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"l'esterno del fabbricato è decadente come peraltro l'ambiente esterno."
1240342438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Buon rapporto qualita prezzo"
1240346950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;"Il cantiene di fronte toglie la possibilità di apprezzare appieno la visuale, ma quando sarà ultimato, insieme la zona multietnica, lo renderà un buon compromesso per un hotel in zona."
1240348974;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La camera ed il bagno erano abbastanza puliti."
1240350410;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Insonorizzazione delle camere migliorabile."
1240342519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"Roadhouse attaccata all'hotel per chi vuole cenare e muoversi a piedi."
1240345133;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Ristorante carissimo per qualità."
1240349211;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il personale alla reception e al ristorante è stato molto gentile"
1240342720;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"personale meraviglioso e disponibile, colazione fantastica anche quando affollato, location degna del migliore salotto di napoli"
1240348814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"la posizione, la vista fronte mare"
1240343004;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;"Connessione wifi molto lenta, alla fine si deve optare per l'opzione business a pagamento se si vuole navigare in modo decente."
1240350867;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Al momento del check out si e scoperto che il ZPOS non funzionava  ."
1240351455;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Camera ampia e silenziosa, purtroppo era posizionata al piano terra e dava su un cortile interno un pò deprimente."
1240350505;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ascensore vecchio e consunto, scale da revisionare, materasso durissimo, colazione cosi cosi..."
1240344118;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La doccia erogava un filo d'acqua e quattro piccole bustine di bagnoschiuma che potevano bastare per una sola persona."
1240346627;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Troppo caldo in camera  per fortuna regolabile autonomamente"
1240351160;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Arredi nuovi tutto molto pulito e funzionale."
1240346712;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"Non so se ho avuto un prezzo particolarmente conveniente ma il rapporto qualità prezzo è ottimo."
1240343634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"L'hotel è grazioso all'interno, doveva essere una gran bella casa, un tempo."
1240347340;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Mancavano i mobili basilari."
1240345030;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Molto buona l'insonorizzazione della camera, credo sia impossibile renderla totale vista la posizione sulla strada di una camera al primo piano."
1240348165;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Colazione inesistente, camera non idonea, bagno piccolissimo"
1240346312;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Prezzo caro per i servizi offerti  considerato il solo pernottamento senza colazione"
1240346543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"alcuni ospiti poco educati che si sono fermati a fumare e chiacchierare nella corte interna proprio davanti alla mia finestra, ma l'educazione dei clienti non compete all'albergatore ....."
1240342959;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"Il servizio la prima notte abbiamo dormito in un altra struttura il bagno freddissimo senza phon senza pulizia e senza teli bagno cambiati non abbiamo chiuso occhio per colpa di 5 ragazzi che facevano chiasso e nessuno li ha ripresi perche questo non accadesse non torneremo più"
1240350358;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;"L'accoglienza e la simpatia ... la ristrutturazione degli spazi occupati dall'hotel"
1240349222;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"Ottima la posizione nel cuore di Napoli,  il personale gentile, disponibile e simpatico"
1240348286;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Dopo essere rimasta 10 minuti in quella camera, mi sono rifiutata di restare per la notte  da notare che i proprietari non mi hanno nemmeno chiesto il motivo del mio rifiuto, evidentemente sapevano bene che era una camera improponibile."
1240342400;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Molto buona la colazione."
1240346721;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"ascensore rotto  hotel molto buio troppo caro"
1240347780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Non ho gradito la vista della camera che affacciava all'interno del cortile."
1240347573;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"insonorizzazione pessima, sembrava di dormire in strada"
1240346431;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"C era un fastidioso rumore nella camera durante la notte, simile a un ronzio."
1240346337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"L albergo ha bisogno di una ristrutturazione"
1240348231;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"L impianto di climatizzazione molto rumoroso, il terzo letto messo nella stanza dove era presente un acquaio e uno scalda vivande"
1240350275;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Staff supergentile e preparato."
1240347438;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Bagno sporco già all arrivo."
1240345295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;"L'ingresso prima di entrare nel locale  fino all'ascensore  è piuttosto scadente, ma una volta arrivati al piano dell'hotel è un'altra cosa"
1240345418;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il letto un po' scomodo ma accettabile ."
1240343627;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il letto comodo , stanza spaziosa"
1240345124;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"la mancanza del frigobar in camera."
1240345303;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La mancanza di bidet e colazione, ma ho prenotato consapevolmente."
1240344884;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"ottima posizione, buon livello di servizio"
1240351735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"nulla da segnalare....un'ottima struttura"
1240344304;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il letto era molto scomodo."
1240344509;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Abbiamo avuto il cambio degli asciugamani ogni giorno ,lo staff è disponibile e cordiale."
1240346313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"La camera ricevuta non era quella prenotata."
1240350289;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"Buone le dotazioni accessorie  lametta, spazzolino, erogatori di sapone Dove  mancano solo le ciabattine Bella la posizione, personale cordiale e disponibile."
1240351155;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"per il prezzo si tratta di un buon servizio"
1240346368;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La stanza è molto piccola"
1240342723;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"Arrivata in questa struttura ho aspettato più di un ora che mi preparassero la camera che avevo prenotato con tanto di orario specificato di arrivo."
1240345477;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"I 2 materassi singoli uniti scomodissimi"
1240344844;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Dovrebbero passare i controlli per questa struttura,sarebbe da chiudere e dargli una bella ripulita"
1240348659;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Bella struttura e ben arredata  camere accoglienti, funzionali e pulite."
1240343277;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"Buona colazione e prezzo soggiorno giusto."
1240347851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Aree comuni fredde e insignificanti"
1240344482;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"la cordialità dello staff , la grandezza della camera e la bellezza dell'albergo in generale"
1240350390;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Si suggerisce un miglioramento del deposito bagagli al check out con etichettamento degli stessi."
1240347212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Sala colazioni con vista stupenda su Castel dell'Ovo e Posillipo."
1240342441;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Doccia non funzionante e vaso del bagno scomodo perchè adiacente alla doccia e privo di copertura."
1240348693;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"fogli adesivi per coprire il vetro del bagno penzolante ...serratura porta ingresso rotta."
1240349123;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Persona di reception era competente, si chiama Beatrice, era velocissima di darce il servizio"
1240346501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;"Unico difetto della struttura è la posizione un po' distante dal centro, ma comunque facilmente raggiungibile in taxi con tariffe ridotte o un po' meno facilmente con i mezzi pubblici."
1240345141;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"da migliorare la manutenzione nel bagno"
1240350200;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Stanza un po' fredda nonostante fosse piccola."
1240345742;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Dato che non c'è aria condizionata, ma solo un ventilatore ci vorrebbero zanzariere alle finestre per poterle tenere aperte."
1240351578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Posizione  comoda x andare in centro e raggiungibile comodamente dall'autostrada."
1240342359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"La posizione dell' hotel è limitrofa alla stazione centrale, ma è anche molto comodo per collegarsi al resto della città."
1240345246;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"Un posto meraviglioso, posizione ottima anche per chi viaggia senza auto,  personale gentile, attento alle necesità degli ospiti."
1240350967;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ho trovato un albergo con un arredo anni 50, sporco, senza possibilità di fare colazione o altro"
1240344840;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Non mi è piaciuto nulla  una struttura dove non tornerei La pulizia era assente,non avevamo il coraggio di farci una doccia per quanto era sporco Scarico del Water rotto."
1240350510;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La camera piccola  Bagno piccolissimo, impossibile fare la doccia braccio  doccia rotto"
1240345758;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camera accogliente e confortevole"
1240346705;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"Quando siamo appena arrivati e quando siamo tornati in albergo, dalle nostre passeggiate in città, abbiamo aspettato un po' suonando il campanello diverse volte, aspettando che ci aprissero."
1240350770;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"quindi ho passato due notti insonni."
1240343563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;"Il WiFi non andava per un problema alla rete."
1240348801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"Perfetto per chi viaggia per lavoro."
1240350851;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La possibilita' di poter parcheggiare in un garage privato che dista circa 10 metri dall'albergo."
1240348153;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"L'invadenza della cameriera con domande personali"
1240351253;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Staff sempre presente ed a disposizione."
1240350130;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Colazione abbondante, parcheggio perché necessario trovandoci al centro del Vomero"
1240350179;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ci hanno assegnato una camera non molto ampia."
1240345501;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Costo estremamente eccessivo per una struttura dal mobilio spesso consumato e rovinato."
1240350258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Location per la colazione molto piacevole"
1240344136;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camere spaziose,pulite e silenziose."
1240349450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;"Sommariamente gli aspetti positivi riescono a prendere il sopravvento su quelli negativi, ma purtroppo ho riscontrato alcuni piccoli difetti."
1240347921;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Buono il materasso"
1240348038;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camera confortevole"
1240343735;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La pulizia delle camere, anche se nel complesso discreta, presentava poca cura dei dettagli, esempio box doccia o porta del bagno."
1240348799;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Lo stile sostanzialmente moderno in una struttura ristrutturata in pieno centro."
1240346172;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"Il personale non ha fatto granché per rimediare."
1240347701;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il personale è stato estremamente gentile, ci ha fornito un sacco di indicazioni per visitare al meglio la città e per mangiare."
1240348208;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La colazione poi è una delle migliori che io abbia provato."
1240342958;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"Accoglienza super e posizione dell'ostello strategica"
1240348497;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"La gentilezza delle persone , la colazione , la posizione e il letto comodissimo."
1240346062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"A pochi min dall'hotel è possibile visitare il Duomo, il Cristo Velato, Napoli Sotteranea, San Gregorio Armeno, il Chiostro di S."
1240349586;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"Posizione ottima è staff cordiale e preparato"
1240348264;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il salone destinato alle colazioni pur molto bello in quanto riccamente decorato avrebbe bisogno di essere restaurato e quantomeno occorrerebbe provvedere alla sostituzione degli infissi."
1240349908;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il servizio in camera."
1240351172;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Personale attento e solerte."
1240343390;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Ampio parcheggio gratuito , ottima posizione e buona colazione"
1240346426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Comodissimo per chi arriva in treno."
1240345411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Andrebbe  rinfrescata ."
1240344293;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La notte continui schiamazzi e rumori dalle stanze a fianco."
1240349587;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La pulizia lascia alquanto a desiderare, anche le stanze troppo piccole per 4 persone"
1240350124;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Hotel davvero sporco credo che anche se una famiglia chieda solo di dormire un minimo di pulizia sia doverosa"
1240350416;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"RAPPORTO QUALITA' PREZZO NEGATIVO."
1240343035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"L'hotel è in pieno centro e a pochissima distanza dalla stazione."
1240347287;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"Rapporto qualità prezzo ottimo"
1240347460;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La mia camera era stupenda,elegante e piena di bei quadri   però era buia  ho però notato...che solo la mia  camera era buia ."
1240351070;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"La colazione è ottima, il personale di sala è a disposizione e prepara sul posto pietanze calde come le uova se lo desiderate."
1240344603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Posizione ottima vicino i migliori albergo di Napoli a 10 minuti a piedi da piazza plebiscito"
1240345151;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Pulizia e colazione ottima"
1240347982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"L'hotel si trova in zona centrale, a due passi dal centro storico e dalla Spaccanapoli"
1240349658;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La stanza era vecchia con una parete di cemento fortunatamente ricoperta da una tenda, la finestra piccolissima ."
1240348182;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il bagno era sì pulito superficialmente, ma in condizioni strutturali non all'altezza di un 3 stelle  doccia con muffa verde sul portasapone, lavandino con filtro dell'acqua rotto, tendina in doccia di plastica che è una cosa davvero poco igienica ."
1240347323;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La stanza era molto grande e c'erano molti letti in più, nonostante avessimo prenotato una semplice matrimoniale."
1240345468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Divano e moquette del soggiorno un po  vissuti."
1240348192;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"personale qualificato, estremamente disponibile e simpatico."
1240349147;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"L'Albergo era spento le camere un po'lugubre."
1240343707;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ho dormito su un divano letto che era particolarmente scomodo  in una stanza per tre persone ."
1240348312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"camera giusto per dormire una notte ,ottima la posizione vicino alla stazione termini"
1240348535;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Le camere non sono all altezza della slh, la camera standard ha un letto piccolo con delle coperte scomode, la colazione non è niente di particolare."
1240344785;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Vendetelo per quello che è e avrete clienti più soddisfatti senza creare false aspettative"
1240344688;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Cena decisamente cara e cibi di media qualità."
1240344386;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Hotel e camera puliti e silenziosi"
1240349954;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"ottima posizione, personale cortese e disponibile, comodo garage"
1240345321;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Acqua della doccia non caldissima."
1240345110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Posizione comoda per raggiungere il centro."
1240344009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"La posizione ottima per visitare Napoli,  Hotel poco distante  alla metro,lo consiglio."
1240348204;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Data l'offerta avrebbe dovuto costare per lo meno la metà"
